-0.55,-1.18,1.31,1.77,1.56,1.62,3.2,1.36,6.09,5.54,3.57,3.1,3.16,2.54,0.88,-1.24,-1.31,0.23,-0.47,1.15,1.14,1
0.14,-0.23,-1.44,1.11,-0.6,1.25,-2.3,1.72,0.63,2.72,5.99,4.31,1.96,5.01,3.66,1.99,4.07,2.97,-0.57,-0.09,-0.21,2
-1.19,0.58,-0.72,-0.99,0.92,1.74,0.17,3.54,3.79,4.23,5.28,3.68,4.37,2.69,1.19,1.29,0.74,-0.58,0.81,1.04,-0.87,1
-0.17,-0.5,1.34,0.48,2.2,2.14,3.5,2.95,4.29,6.32,7.48,4.49,5.4,3.45,1.62,0.77,-0.38,0.46,-0.47,-0.05,1.6,1
-0.38,-0.61,0.51,0.85,-1.1,1.02,-0.32,0.79,2.94,1.72,2.02,3.54,3.43,3.84,5.55,3.45,3.75,1.75,1.76,0.73,0.69,2
2.48,2.22,1.12,2.71,2.32,4.02,6.51,4.35,4.51,4.25,2.69,0.1,0.97,-0.25,0.3,1.23,-0.22,-0.6,-0.26,-0.3,0.1,1
0.55,0.74,2.0,2.13,3.74,4.65,4.78,4.13,3.61,2.2,3.87,1.67,0.14,0.66,-1.86,0.81,-1.04,0.98,-0.06,-0.58,0.71,1
1.58,-0.77,-0.06,0.58,0.07,2.92,0.72,2.63,2.48,2.74,4.27,2.57,2.52,4.22,4.69,2.64,1.85,0.02,1.32,2.07,-0.22,2
0.5,-1.82,-1.3,-1.3,0.68,-1.85,1.55,-0.04,1.85,3.88,2.31,3.06,2.61,4.2,3.85,5.19,1.77,1.16,3.02,-0.44,-1.33,2
1.93,0.1,0.37,-1.67,0.95,2.97,4.25,2.53,2.84,4.14,5.5,5.74,2.45,0.43,1.27,1.9,-0.06,0.96,-1.31,-0.52,-0.35,1
-1.08,0.08,-0.85,0.03,0.32,-2.0,1.05,0.44,3.98,2.58,3.49,2.5,3.99,4.44,4.33,3.07,2.22,1.78,0.94,1.84,-1.68,2
-1.04,1.48,2.05,0.77,1.1,1.03,1.35,4.66,4.89,5.71,5.87,3.33,1.92,1.46,2.51,0.02,-0.17,1.16,-0.58,0.0,0.45,1
-0.09,1.62,0.5,4.06,2.56,2.73,2.32,4.01,3.7,2.8,3.18,3.49,1.21,1.04,0.77,0.92,-0.7,-0.0,1.54,-0.76,1.01,1
-0.84,-0.31,0.28,-0.17,0.83,-0.59,0.52,0.16,2.69,4.23,3.77,4.01,4.34,4.94,4.06,2.07,0.78,0.95,1.2,0.9,-1.05,2
-0.22,-1.94,-0.09,1.48,-0.02,0.24,2.02,2.46,2.84,3.26,4.38,5.72,4.83,3.27,1.7,2.32,0.81,-0.24,1.72,3.04,-0.91,2
-0.29,0.58,1.13,-0.92,2.32,0.41,-0.59,0.08,-0.85,1.17,2.7,3.6,4.11,4.38,4.87,2.44,3.26,2.66,2.28,1.23,0.61,2
-0.63,-1.03,-0.15,-0.52,-0.39,-1.37,0.11,2.69,1.79,3.65,5.4,3.47,3.31,3.23,2.86,3.15,1.98,0.95,0.08,0.43,1.01,2
1.48,1.37,2.72,2.7,3.61,3.58,4.41,3.57,3.98,3.59,1.73,2.33,2.45,2.24,0.41,0.67,-0.17,-0.91,2.01,0.7,-1.41,1
-1.48,0.34,1.24,0.65,1.95,3.68,2.89,2.4,5.69,5.14,6.76,5.31,3.39,2.52,1.63,0.12,-0.05,-0.26,0.28,1.41,1.23,1
-2.21,0.31,-0.25,-0.45,-0.3,-0.8,1.23,1.84,4.68,5.76,6.16,4.43,3.91,4.22,4.01,1.74,1.31,0.34,2.0,2.45,-0.59,2
1.97,-1.45,0.27,-0.89,-1.23,2.22,1.22,5.36,3.95,4.99,6.48,6.71,3.5,3.22,2.03,0.79,-0.22,-2.45,-0.14,-1.97,-1.41,1
0.34,-1.84,0.93,1.33,-0.41,2.27,-0.2,3.5,2.34,1.74,3.13,3.1,3.76,4.63,3.86,3.36,2.16,1.13,1.63,1.77,0.33,2
1.23,1.31,1.16,0.07,1.66,0.65,2.01,1.79,2.31,2.91,3.18,4.34,4.07,4.51,3.61,4.02,1.0,2.45,0.09,-0.14,-0.78,2
-0.71,1.57,0.26,-0.75,1.27,0.28,1.1,4.92,3.5,3.69,5.03,5.3,2.98,5.05,3.8,2.56,-0.98,1.17,-0.1,-1.8,-0.69,2
-0.73,0.33,-0.81,-0.26,-0.45,0.39,-0.7,0.76,2.02,1.37,2.2,2.85,4.67,5.25,6.76,5.24,3.61,1.99,-0.41,2.19,-0.57,2
0.73,-1.64,-0.2,-0.57,0.4,-0.36,-0.22,2.18,1.39,0.85,4.41,4.5,4.36,3.92,4.16,3.74,0.48,1.14,0.56,-1.32,0.57,2
-1.56,-2.15,0.99,-0.28,-1.06,0.99,1.6,2.86,4.2,1.78,3.62,5.14,4.83,4.15,3.39,5.8,0.71,0.12,-0.42,-0.64,-0.28,2
-1.49,0.2,1.85,-1.33,2.16,2.41,3.3,3.88,4.46,4.37,3.29,1.71,1.4,2.02,1.06,0.55,-1.04,-0.51,-0.57,-0.52,1.3,1
-0.63,-0.04,-0.74,-0.59,1.42,2.23,3.03,2.67,3.59,4.05,4.72,4.52,3.06,3.82,2.54,-0.49,0.41,0.72,0.07,-0.19,-0.09,2
-0.94,0.58,1.57,1.8,5.33,3.78,8.2,4.1,2.38,1.78,0.49,0.71,-0.24,0.6,0.15,2.7,0.57,0.63,0.31,0.52,-1.77,1
0.11,-1.3,-0.62,-0.15,0.85,1.66,4.18,2.82,5.08,7.63,5.74,4.05,2.66,2.77,1.92,2.73,-0.11,-0.44,1.01,0.84,-0.39,1
-0.48,-0.47,1.75,2.14,3.46,2.46,5.2,4.34,4.68,2.78,3.25,1.56,0.47,0.33,-0.21,0.41,0.07,1.19,0.52,-1.46,0.88,1
1.15,0.71,-0.19,1.07,0.21,2.34,1.97,1.89,3.97,6.25,5.6,5.43,4.89,3.95,1.67,0.95,0.33,0.22,3.61,0.03,-1.03,2
0.08,1.07,-2.12,0.09,1.74,-1.71,-0.33,0.69,0.88,1.38,4.45,4.97,4.52,3.19,4.79,3.95,2.3,4.13,0.57,-0.5,-0.78,2
0.38,0.55,0.08,-0.6,-0.68,1.38,0.27,0.61,-0.02,1.95,1.42,3.99,4.44,6.56,2.93,4.24,2.33,2.38,1.53,-0.13,0.95,2
0.07,1.29,0.93,0.57,-0.32,2.42,2.54,3.92,5.62,3.01,3.74,4.12,2.95,2.61,1.65,1.41,1.02,-0.35,-0.43,0.57,-0.21,1
0.05,0.17,0.4,-0.27,0.84,1.66,2.96,2.67,3.62,4.39,6.37,5.83,4.43,3.44,0.03,1.24,-0.16,-0.99,0.79,-1.84,-0.18,1
1.11,0.44,0.04,-0.15,0.17,1.79,-0.82,2.16,1.7,3.46,4.8,4.86,2.69,2.84,3.28,4.19,4.03,1.72,1.67,-0.36,0.15,2
-1.14,-0.43,1.27,3.12,0.71,2.64,3.66,2.57,5.39,1.47,5.31,3.28,1.68,1.43,0.65,0.34,1.08,0.38,-0.49,-0.11,-0.77,1
1.89,0.68,0.86,3.12,1.62,4.19,5.37,4.63,3.72,2.74,1.93,1.27,2.7,0.45,1.62,1.5,1.55,1.59,-1.16,-2.76,0.44,1
0.04,0.16,4.35,2.22,3.61,4.8,5.53,4.22,3.99,0.87,2.62,1.57,-0.0,-0.7,0.4,1.0,0.0,0.08,0.47,0.35,-0.13,1
-0.57,-0.74,-0.0,0.73,-0.37,1.12,-1.45,1.11,1.68,2.94,5.62,3.74,3.14,3.98,4.45,3.45,0.65,1.72,0.83,0.9,0.24,2
-0.05,0.14,1.94,3.23,3.16,2.27,4.97,4.49,4.57,4.09,2.98,1.04,-0.61,0.58,1.46,0.7,0.63,0.35,-1.12,-1.11,-2.0,1
-0.16,0.16,0.63,0.63,0.16,-0.74,1.02,1.24,2.06,2.19,4.24,3.62,3.98,3.91,3.03,3.36,0.31,1.15,1.28,0.22,-0.37,2
1.5,0.74,-0.4,1.88,2.96,4.5,6.22,4.25,5.24,6.08,3.27,0.43,-0.28,0.5,0.28,-0.0,-0.23,-0.61,2.29,0.37,-0.18,1
1.14,2.3,0.87,-0.84,-0.46,4.36,1.1,-0.13,3.68,3.6,4.98,3.36,3.93,4.36,4.39,3.22,0.13,-1.04,0.24,0.22,-0.71,2
0.25,0.7,4.14,1.24,4.36,4.93,5.6,5.5,4.58,3.51,-0.03,0.63,0.79,0.47,-1.11,1.27,0.24,1.82,1.1,-0.94,0.22,1
-1.06,-0.97,-0.94,0.82,-1.31,2.11,4.22,3.34,4.48,5.45,5.48,5.18,4.03,3.17,0.47,-0.21,1.0,0.12,0.53,-0.57,-0.35,1
0.19,1.59,1.04,-1.24,-0.76,0.03,-0.82,0.42,0.07,0.64,3.83,2.84,4.72,7.0,3.92,6.5,2.52,3.91,0.27,-1.05,0.12,2
-1.51,0.68,1.73,1.67,4.86,4.74,4.39,4.85,1.73,2.54,2.28,0.11,-0.1,0.2,1.26,-0.91,-0.85,-0.24,0.78,0.32,0.35,1
